time,input_voltage,el_power
887.00098,10,1611.038509
888.00008,10,1596.473803
888.99918,10,1620.582422
889.99828,10,1633.98443
890.99738,10,1617.071061
891.99648,10,1631.261948
892.99558,10,1644.616151
893.99468,10,1630.607019
894.99378,10,1631.705181
895.99288,10,1665.494958
896.99198,10,1654.584323
897.99108,10,1660.674509
898.99018,10,1678.871822
899.98928,10,1674.179173
900.98838,10,1691.905328
901.98748,10,1681.44574
902.98658,10,1702.700325
903.98568,10,1713.547691
904.98478,10,1692.776562
905.98388,10,1722.263638
906.98298,10,1708.238561
907.98208,10,1723.551567
908.98118,10,1713.098165
909.98028,10,1741.653976
910.97938,10,1728.004362
911.97848,10,1751.30946
912.97758,10,1746.394136
913.97668,10,1762.55834
914.97578,10,1746.903447
915.97488,10,1768.874461
916.97398,10,1784.336278
917.97308,10,1764.34532
918.97218,10,1792.270609
919.97128,10,1776.853977
920.97038,10,1802.186099
921.96948,10,1789.283604
922.96858,10,1822.258854
923.96768,10,1812.567828
924.96678,10,1829.352106
925.96588,10,1821.790152
926.96498,10,1849.130617
927.96408,10,1832.702214
928.96318,10,1835.802185
929.96228,10,1871.60274
930.96138,10,1851.109806
931.96048,10,1873.993299
932.95958,10,1858.298651
933.95868,10,1890.971428
934.95778,10,1871.264907
935.95688,10,1893.218379
936.95598,10,1885.816003
937.95508,10,1906.403328
938.95418,10,1892.522439
939.95328,10,1925.151657
940.95238,10,1908.691883
941.95148,10,1904.884009
942.95058,10,1927.218311
943.94968,10,1942.493553
944.94878,10,1920.205638
945.94788,10,1941.622117
946.94698,10,1953.279003
947.94608,10,1939.389417
948.94518,10,1955.38862
949.94428,10,1944.974451
950.94338,10,1964.626631
951.94248,10,1953.744113
952.94158,10,1980.683748
953.94068,10,1965.183563
954.93978,10,1993.412335
955.93888,10,1975.134673
956.93798,10,2002.481306
957.93708,10,2010.590798
958.93618,10,1992.27812
959.93528,10,2015.58238
960.93438,10,2034.433516
961.93348,10,2017.758333
962.93258,10,2045.964388
963.93168,10,2034.029033
964.93078,10,2058.866167
965.92988,10,2041.024594
966.92898,10,2066.624178
967.92808,10,2077.513097
968.92718,10,2062.742608
969.92628,10,2080.5453
970.92538,10,2075.332535
971.92448,10,2095.610914
972.92358,10,2074.646005
973.92268,10,2111.02232
974.92178,10,2088.323438
975.92088,10,2086.535086
976.91998,10,2123.09369
977.91908,10,2107.873847
978.91818,10,2132.082761
979.91728,10,2110.797398
980.91638,10,2139.833957
981.91548,10,2129.50979
982.91458,10,2145.638704
983.91368,10,2136.185915
984.91278,10,2159.542311
985.91188,10,2149.091963
986.91098,10,2149.175138
987.91008,10,2183.981106
988.90918,10,2165.417942
989.90828,10,2172.837413
990.90738,10,2202.803971
991.90648,10,2187.919552
992.90558,10,2186.055112
993.90468,10,2210.790699
994.90378,10,2229.387744
995.90288,10,2209.943232
996.90198,10,2237.341855
997.90108,10,2224.861178
998.90018,10,2246.765143
999.89928,10,2233.318866
1000.89838,10,2262.201429
1001.89748,10,2273.33178
1002.89658,10,2255.67882
1003.89568,10,2279.672015
1004.89478,10,2272.105886
1005.89388,10,2297.626691
1006.89298,10,2280.788114
1007.89208,10,2302.547868
1008.89118,10,2308.88264
1009.89028,10,2287.124931
1010.88938,10,2325.548111
1011.88848,10,2314.014833
1012.88758,10,2304.879191
1013.88668,10,2329.917958
1014.88578,10,2340.555798
1015.88488,10,2322.881658
1016.88398,10,2340.710288
1017.88308,10,2334.767406
1018.88218,10,2361.086817
1019.88128,10,2345.597209
1020.88038,10,2346.100673
1021.87948,10,2378.246379
1022.87858,10,2365.291289
1023.87768,10,2366.702028
1024.87678,10,2402.028662
1025.87588,10,2393.840748
1026.87498,10,2390.043761
1027.87408,10,2419.506359
1028.87318,10,2432.269747
1029.87228,10,2408.989976
1030.87138,10,2444.809555
1031.87048,10,2430.533228
1032.86958,10,2446.352943
1033.86868,10,2428.046502
1034.86778,10,2460.715149
1035.86688,10,2445.613356
1036.86598,10,2467.90662
1037.86508,10,2457.316564
1038.86418,10,2475.406187
1039.86328,10,2489.155681
1040.86238,10,2462.431615
1041.86148,10,2496.924908
1042.86058,10,2470.529589
1043.85968,10,2498.196796
1044.85878,10,2481.190891
1045.85788,10,2514.901268
1046.85698,10,2493.130384
1047.85608,10,2535.939625
1048.85518,10,2507.96503
1049.85428,10,2529.827468
1050.85338,10,2520.588405
1051.85248,10,2544.413696
1052.85158,10,2531.34947
1053.85068,10,2552.055714
1054.84978,10,2538.39727
1055.84888,10,2571.752044
1056.84798,10,2557.13309
1057.84708,10,2546.076695
1058.84618,10,2579.114709
1059.84528,10,2591.248016
1060.84438,10,2571.969842
1061.84348,10,2598.226905
1062.84258,10,2592.518377
1063.84168,10,2610.66227
1064.84078,10,2595.3886
1065.83988,10,2631.500869
1066.83898,10,2605.163085
1067.83808,10,2606.21427
1068.83718,10,2632.133471
1069.83628,10,2612.112218
1070.83538,10,2631.403966
1071.83448,10,2623.930753
1072.83358,10,2649.822255
1073.83268,10,2631.692112
1074.83178,10,2654.83426
1075.83088,10,2674.551278
1076.82998,10,2656.204666
1077.82908,10,2647.181811
1078.82818,10,2686.252814
1079.82728,10,2671.602046
1080.82638,10,2697.159062
1081.82548,10,2681.531934
1082.82458,10,2708.576052
1083.82368,10,2693.24676
1084.82278,10,2710.132242
1085.82188,10,2727.841238
1086.82098,10,2710.324969
1087.82008,10,2706.843909
1088.81918,10,2738.449514
1089.81828,10,2726.495241
1090.81738,10,2747.655446
1091.81648,10,2730.942368
1092.81558,10,2764.420259
1093.81468,10,2741.127137
1094.81378,10,2759.183742
1095.81288,10,2756.669915
1096.81198,10,2776.302204
1097.81108,10,2758.399319
1098.81018,10,2755.091134
1099.80928,10,2793.938544
1100.80838,10,2775.21576
1101.80748,10,2772.244035
1102.80658,10,2806.580483
1103.80568,10,2794.977657
1104.80478,10,2813.612323
1105.80388,10,2807.536423
1106.80298,10,2832.57273
1107.80208,10,2815.328995
1108.80118,10,2835.040359
1109.80028,10,2855.520276
1110.79938,10,2834.17335
1111.79848,10,2832.821691
1112.79758,10,2863.852909
1113.79668,10,2848.135676
1114.79578,10,2849.127386
1115.79488,10,2875.004745
1116.79398,10,2864.856516
1117.79308,10,2885.531161
1118.79218,10,2861.093121
1119.79128,10,2890.772199
1120.79038,10,2872.522076
1121.78948,10,2899.461547
1122.78858,10,2885.430502
1123.78768,10,2910.601377
1124.78678,10,2897.098588
1125.78588,10,2918.07751
1126.78498,10,2907.381349
1127.78408,10,2932.245822
1128.78318,10,2909.962478
1129.78228,10,2942.773897
1130.78138,10,2952.386382
1131.78048,10,2925.219339
1132.77958,10,2959.721899
1133.77868,10,2933.070032
1134.77778,10,2963.994296
1135.77688,10,2945.138003
1136.77598,10,2975.22905
1137.77508,10,2955.540813
1138.77418,10,2972.542519
1139.77328,10,2984.010961
1140.77238,10,2973.980073
1141.77148,10,2988.384477
1142.77058,10,2972.838719
1143.76968,10,2996.106662
1144.76878,10,2979.971712
1145.76788,10,2981.804404
1146.76698,10,3012.405317
1147.76608,10,3034.078395
1148.76518,10,3003.082726
1149.76428,10,3028.414461
1150.76338,10,3021.21005
1151.76248,10,3041.037995
1152.76158,10,3026.744895
1153.76068,10,3051.938207
1154.75978,10,3036.611504
1155.75888,10,3062.201315
1156.75798,10,3043.085174
1157.75708,10,3079.291662
1158.75618,10,3058.383797
1159.75528,10,3084.426425
1160.75438,10,3102.771804
1161.75348,10,3081.184847
1162.75258,10,3096.835823
1163.75168,10,3079.892645
1164.75078,10,3103.808011
1165.74988,10,3083.641493
1166.74898,10,3117.154899
1167.74808,10,3102.165766
1168.74718,10,3097.560561
1169.74628,10,3122.114075
1170.74538,10,3110.525913
1171.74448,10,3141.939007
1172.74358,10,3121.686264
1173.74268,10,3147.83133
1174.74178,10,3135.886271
1175.74088,10,3162.661279
1176.73998,10,3155.538963
1177.73908,10,3179.323581
1178.73818,10,3163.87162
1179.73728,10,3206.749529
1180.73638,10,3178.507567
1181.73548,10,3212.994084
1182.73458,10,3191.410032
1183.73368,10,3196.692816
1184.73278,10,3235.332261
1185.73188,10,3200.186414
1186.73098,10,3228.811038
1187.73008,10,3205.027477
1188.72918,10,3225.223617
1189.72828,10,3202.558181
1190.72738,10,3229.048969
1191.72648,10,3204.702163
1192.72558,10,3225.490853
1193.72468,10,3201.269238
1194.72378,10,3236.926429
1195.72288,10,3212.155275
1196.72198,10,3209.921547
1197.72108,10,3233.977704
1198.72018,10,3212.433084
1199.71928,10,3227.902253
1200.71838,10,3201.704366
1201.71748,10,3228.270799
1202.71658,10,3211.020099
1203.71568,10,3227.636146
1204.71478,10,3206.938371
1205.71388,10,3223.642333
1206.71298,10,3206.882792
1207.71208,10,3206.412828
1208.71118,10,3229.58048
1209.71028,10,3203.290318
1210.70938,10,3223.549487
1211.70848,10,3206.873757
1212.70758,10,3224.006076
1213.70668,10,3201.568474
1214.70578,10,3231.440568
1215.70488,10,3213.10024
1216.70398,10,3203.801468
1217.70308,10,3228.78136
1218.70218,10,3236.87959
1219.70128,10,3208.753724
1220.70038,10,3230.595961
1221.69948,10,3218.48704
1222.69858,10,3240.345876
1223.69768,10,3206.402191
1224.69678,10,3236.594554
1225.69588,10,3209.737525
1226.69498,10,3220.588443
1227.69408,10,3208.016947
1228.69318,10,3229.098482
1229.69228,10,3207.507345
1230.69138,10,3202.05898
1231.69048,10,3222.857974
1232.68958,10,3231.699266
1233.68868,10,3197.840783
1234.68778,10,3226.934157
1235.68688,10,3230.209616
1236.68598,10,3206.88805
1237.68508,10,3209.163536
1238.68418,10,3232.910347
1239.68328,10,3211.611376
1240.68238,10,3231.80359
1241.68148,10,3206.44218
1242.68058,10,3235.256086
1243.67968,10,3200.162968
1244.67878,10,3232.282017
1245.67788,10,3249.891217
1246.67698,10,3207.802344
1247.67608,10,3224.378851
1248.67518,10,3201.489547
1249.67428,10,3203.278194
1250.67338,10,3179.396324
1251.67248,10,3203.354917
1252.67158,10,3181.033787
1253.67068,10,3204.81238
1254.66978,10,3184.47022
1255.66888,10,3216.230341
1256.66798,10,3194.288396
1257.66708,10,3210.051435
1258.66618,10,3195.494752
1259.66528,10,3218.68378
1260.66438,10,3198.172853
1261.66348,10,3216.223467
1262.66258,10,3198.31085
1263.66168,10,3218.410264
1264.66078,10,3196.322043
1265.65988,10,3220.54031
1266.65898,10,3192.552245
1267.65808,10,3208.479392
1268.65718,10,3189.186101
1269.65628,10,3217.969118
1270.65538,10,3191.836704
1271.65448,10,3212.468518
1272.65358,10,3191.988555
1273.65268,10,3212.44023
1274.65178,10,3191.670205
1275.65088,10,3214.668705
1276.64998,10,3191.71265
1277.64908,10,3204.968532
1278.64818,10,3190.176219
1279.64728,10,3217.101126
1280.64638,10,3188.188316
1281.64548,10,3210.428451
1282.64458,10,3221.646461
1283.64368,10,3191.46621
1284.64278,10,3209.113008
1285.64188,10,3192.357217
1286.64098,10,3216.571285
1287.64008,10,3184.663463
1288.63918,10,3212.358937
1289.63828,10,3186.042059
1290.63738,10,3207.933707
1291.63648,10,3177.067944
1292.63558,10,3208.629874
1293.63468,10,3186.530978
1294.63378,10,3201.053092
1295.63288,10,3178.985376
1296.63198,10,3209.851581
1297.63108,10,3184.299833
1298.63018,10,3201.428241
1299.62928,10,3215.950571
1300.62838,10,3188.979912
1301.62748,10,3205.818405
1302.62658,10,3186.553311
1303.62568,10,3213.593222
1304.62478,10,3181.064136
1305.62388,10,3209.329047
1306.62298,10,3183.147049
1307.62208,10,3200.465183
1308.62118,10,3174.443131
1309.62028,10,3200.793687
1310.61938,10,3210.730386
1311.61848,10,3174.790717
1312.61758,10,3199.300481
1313.61668,10,3205.244045
1314.61578,10,3179.141099
1315.61488,10,3208.2726
1316.61398,10,3187.944279
1317.61308,10,3202.801382
1318.61218,10,3183.774702
1319.61128,10,3204.061027
1320.61038,10,3185.385973
1321.60948,10,3203.244152
1322.60858,10,3184.379434
1323.60768,10,3208.709298
1324.60678,10,3183.522508
1325.60588,10,3199.217039
1326.60498,10,3182.048271
1327.60408,10,3207.56
1328.60318,10,3172.582953
1329.60228,10,3204.352674
1330.60138,10,3180.429636
1331.60048,10,3200.840505
1332.59958,10,3182.666593
1333.59868,10,3205.827034
1334.59778,10,3183.87829
1335.59688,10,3200.900009
1336.59598,10,3185.080571
1337.59508,10,3210.957743
1338.59418,10,3183.806737
1339.59328,10,3179.915435
1340.59238,10,3210.769557
1341.59148,10,3183.653292
1342.59058,10,3207.235341
1343.58968,10,3189.021931
1344.58878,10,3216.65631
1345.58788,10,3187.829578
1346.58698,10,3207.870259
1347.58608,10,3219.89911
1348.58518,10,3182.81971
1349.58428,10,3214.599895
1350.58338,10,3195.65947
1351.58248,10,3208.140654
1352.58158,10,3185.043404
1353.58068,10,3214.270291
1354.57978,10,3192.649889
1355.57888,10,3216.673209
1356.57798,10,3196.741165
1357.57708,10,3227.165052
1358.57618,10,3198.458021
1359.57528,10,3222.426224
1360.57438,10,3207.210396
1361.57348,10,3228.188453
1362.57258,10,3203.456595
1363.57168,10,3232.593009
1364.57078,10,3214.517689
1365.56988,10,3203.465453
1366.56898,10,3237.374138
1367.56808,10,3217.269977
1368.56718,10,3239.18
1369.56628,10,3209.316106
1370.56538,10,3229.617503
1371.56448,10,3209.47834
1372.56358,10,3231.036513
1373.56268,10,3211.058272
1374.56178,10,3243.432627
1375.56088,10,3218.17299
1376.55998,10,3212.350876
1377.55908,10,3239.059072
1378.55818,10,3215.194826
1379.55728,10,3239.876438
1380.55638,10,3223.634494
1381.55548,10,3241.548996
1382.55458,10,3212.634186
1383.55368,10,3233.825246
1384.55278,10,3243.811348
1385.55188,10,3222.498576
1386.55098,10,3208.575905
1387.55008,10,3237.670584
1388.54918,10,3217.322141
1389.54828,10,3232.462159
1390.54738,10,3213.544336
1391.54648,10,3244.240509
1392.54558,10,3209.669201
1393.54468,10,3229.506859
1394.54378,10,3240.809274
1395.54288,10,3217.891476
1396.54198,10,3241.438808
1397.54108,10,3214.441129
1398.54018,10,3246.619889
1399.53928,10,3218.924524
1400.53838,10,3237.312636
1401.53748,10,3219.027865
1402.53658,10,3239.332745
1403.53568,10,3215.371569
1404.53478,10,3234.969806
1405.53388,10,3213.53183
1406.53298,10,3230.721596
1407.53208,10,3243.257827
1408.53118,10,3217.374262
1409.53028,10,3237.77837
1410.52938,10,3212.698471
1411.52848,10,3240.681229
1412.52758,10,3215.379924
1413.52668,10,3237.903425
1414.52578,10,3223.406081
1415.52488,10,3239.086462
1416.52398,10,3212.772391
1417.52308,10,3241.59839
1418.52218,10,3244.312817
1419.52128,10,3216.106449
1420.52038,10,3233.362849
1421.51948,10,3225.522879
1422.51858,10,3240.736851
1423.51768,10,3218.024865
1424.51678,10,3242.718833
1425.51588,10,3225.120939
1426.51498,10,3240.404038
1427.51408,10,3209.596862
1428.51318,10,3237.805044
1429.51228,10,3213.523141
1430.51138,10,3239.197629
1431.51048,10,3217.554092
1432.50958,10,3236.658929
1433.50868,10,3218.440166
1434.50778,10,3212.223045
1435.50688,10,3247.995214
1436.50598,10,3221.588818
1437.50508,10,3241.579775
1438.50418,10,3223.372067
1439.50328,10,3247.109317
1440.50238,10,3222.116485
1441.50148,10,3248.173019
1442.50058,10,3220.390198
1443.49968,10,3235.780943
1444.49878,10,3215.013518
1445.49788,10,3244.783518
1446.49698,10,3223.689276
1447.49608,10,3236.970395
1448.49518,10,3215.74437
1449.49428,10,3243.412673
1450.49338,10,3211.712779
1451.49248,10,3236.222234
1452.49158,10,3222.889095
1453.49068,10,3234.64501
1454.48978,10,3209.713996
1455.48888,10,3241.915598
1456.48798,10,3218.641747
1457.48708,10,3235.679084
1458.48618,10,3214.2418
1459.48528,10,3241.018454
1460.48438,10,3214.760276
1461.48348,10,3236.343554
1462.48258,10,3217.835753
1463.48168,10,3238.869857
1464.48078,10,3216.588261
1465.47988,10,3240.348748
1466.47898,10,3242.078824
1467.47808,10,3216.053082
1468.47718,10,3232.897368
1469.47628,10,3216.311791
1470.47538,10,3240.414403
1471.47448,10,3209.772305
1472.47358,10,3240.381551
1473.47268,10,3213.631882
1474.47178,10,3230.110984
1475.47088,10,3210.850185
1476.46998,10,3234.28699
1477.46908,10,3207.433752
1478.46818,10,3238.898809
1479.46728,10,3217.30228
1480.46638,10,3238.564081
1481.46548,10,3213.565328
1482.46458,10,3242.46372
1483.46368,10,3218.665761
1484.46278,10,3237.26648
1485.46188,10,3212.64315
1486.46098,10,3242.490542
1487.46008,10,3209.915249
1488.45918,10,3204.939293
1489.45828,10,3240.223579
1490.45738,10,3216.446264
1491.45648,10,3239.995432
1492.45558,10,3215.208842
1493.45468,10,3238.675676
1494.45378,10,3212.118038
1495.45288,10,3236.921007
1496.45198,10,3219.816815
1497.45108,10,3235.922232
1498.45018,10,3213.65871
1499.44928,10,3234.223831
1500.44838,10,3213.346758
1501.44748,10,3234.7091
1502.44658,10,3209.483706
1503.44568,10,3240.174021
1504.44478,10,3222.421025
1505.44388,10,3208.037498
1506.44298,10,3233.168388
1507.44208,10,3209.941939
1508.44118,10,3224.997417
1509.44028,10,3216.3442
1510.43938,10,3236.549592
1511.43848,10,3206.875645
1512.43758,10,3235.545341
1513.43668,10,3215.965793
1514.43578,10,3240.620046
1515.43488,10,3206.339679
1516.43398,10,3235.584938
1517.43308,10,3210.068832
1518.43218,10,3232.437639
1519.43128,10,3204.108418
1520.43038,10,3234.058413
1521.42948,10,3206.401058
1522.42858,10,3226.206491
1523.42768,10,3206.321408
1524.42678,10,3224.969528
1525.42588,10,3204.228069
1526.42498,10,3232.587633
1527.42408,10,3208.444143
1528.42318,10,3198.752899
1529.42228,10,3222.782638
1530.42138,10,3207.600957
1531.42048,10,3229.535973
1532.41958,10,3203.536352
1533.41868,10,3225.781473
1534.41778,10,3226.632221
1535.41688,10,3207.302617
1536.41598,10,3234.702666
1537.41508,10,3209.39579
1538.41418,10,3225.965235
1539.41328,10,3203.580992
1540.41238,10,3226.91757
1541.41148,10,3229.938245
1542.41058,10,3196.668266
1543.40968,10,3224.676562
1544.40878,10,3200.394782
1545.40788,10,3228.556068
1546.40698,10,3199.526623
1547.40608,10,3227.116141
1548.40518,10,3206.662962
1549.40428,10,3197.073
1550.40338,10,3224.60222
1551.40248,10,3196.3225
1552.40158,10,3222.713979
1553.40068,10,3203.461231
1554.39978,10,3229.723478
1555.39888,10,3199.13768
1556.39798,10,3225.233171
1557.39708,10,3204.249584
1558.39618,10,3225.142921
1559.39528,10,3200.750624
1560.39438,10,3222.656342
1561.39348,10,3209.102041
1562.39258,10,3224.584092
1563.39168,10,3194.42287
1564.39078,10,3218.322859
1565.38988,10,3225.986459
1566.38898,10,3194.871881
1567.38808,10,3221.893782
1568.38718,10,3198.992002
1569.38628,10,3214.493418
1570.38538,10,3191.304871
1571.38448,10,3221.487536
1572.38358,10,3198.464193
1573.38268,10,3193.546755
1574.38178,10,3227.364078
1575.38088,10,3201.194326
1576.37998,10,3219.783992
1577.37908,10,3193.808781
1578.37818,10,3222.506319
1579.37728,10,3189.026949
1580.37638,10,3210.543315
1581.37548,10,3222.803888
1582.37458,10,3193.739355
1583.37368,10,3212.757036
1584.37278,10,3187.749156
1585.37188,10,3214.175635
1586.37098,10,3193.446318
1587.37008,10,3209.251843
1588.36918,10,3191.309413
1589.36828,10,3216.001437
1590.36738,10,3189.716029
1591.36648,10,3218.182027
1592.36558,10,3195.068915
1593.36468,10,3210.512773
1594.36378,10,3191.580659
1595.36288,10,3214.918297
1596.36198,10,3184.923975
1597.36108,10,3216.309246
1598.36018,10,3188.629258
1599.35928,10,3211.766478
1600.35838,10,3182.429575
1601.35748,10,3211.659908
1602.35658,10,3192.334668
1603.35568,10,3211.213594
1604.35478,10,3187.237529
1605.35388,10,3213.099869
1606.35298,10,3193.499719
1607.35208,10,3183.100705
1608.35118,10,3206.316649
1609.35028,10,3183.303546
1610.34938,10,3171.639029
1611.34848,10,3219.601934
1612.34758,10,3183.439369
1613.34668,10,3234.16149
1614.34578,10,3185.272323
1615.34488,10,3216.23635
1616.34398,10,3189.768286
1617.34308,10,3208.215868
1618.34218,10,3181.817202
1619.34128,10,3209.165846
1620.34038,10,3178.356345
1621.33948,10,3199.720255
1622.33858,10,3184.067435
1623.33768,10,3200.847395
1624.33678,10,3180.775815
1625.33588,10,3199.705923
1626.33498,10,3187.466138
1627.33408,10,3213.410014
1628.33318,10,3183.500864
1629.33228,10,3214.961379
1630.33138,10,3187.827998
1631.33048,10,3203.966955
1632.32958,10,3218.318572
1633.32868,10,3188.692866
1634.32778,10,3209.163939
1635.32688,10,3193.576468
1636.32598,10,3211.204023
1637.32508,10,3185.314159
1638.32418,10,3205.100339
1639.32328,10,3217.524303
1640.32238,10,3190.954721
1641.32148,10,3184.673551
1642.32058,10,3203.007084
1643.31968,10,3205.845116
1644.31878,10,3183.924591
1645.31788,10,3195.395801
1646.31698,10,3210.777713
1647.31608,10,3181.953546
1648.31518,10,3202.053416
1649.31428,10,3186.943008
1650.31338,10,3204.13677
1651.31248,10,3183.644126
1652.31158,10,3203.723612
1653.31068,10,3188.432497
1654.30978,10,3205.685253
1655.30888,10,3191.265226
1656.30798,10,3215.111318
1657.30708,10,3189.540438
1658.30618,10,3207.996008
1659.30528,10,3191.302976
1660.30438,10,3206.54397
1661.30348,10,3179.122231
1662.30258,10,3207.082109
1663.30168,10,3184.882358
1664.30078,10,3209.456216
1665.29988,10,3181.295894
1666.29898,10,3208.030292
1667.29808,10,3191.579636
1668.29718,10,3183.562417
1669.29628,10,3205.428616
1670.29538,10,3190.195402
1671.29448,10,3203.22561
1672.29358,10,3179.733761
1673.29268,10,3209.480208
1674.29178,10,3183.233101
1675.29088,10,3201.710964
1676.28998,10,3183.107947
1677.28908,10,3208.060214
1678.28818,10,3181.353591
1679.28728,10,3209.645291
1680.28638,10,3188.6031
1681.28548,10,3204.761781
1682.28458,10,3182.834788
1683.28368,10,3204.720867
1684.28278,10,3178.321301
1685.28188,10,3201.726794
1686.28098,10,3186.867001
1687.28008,10,3207.131753
1688.27918,10,3183.547357
1689.27828,10,3202.17759
1690.27738,10,3186.579665
1691.27648,10,3203.995116
1692.27558,10,3175.32241
1693.27468,10,3208.760317
1694.27378,10,3179.666159
1695.27288,10,3201.349111
1696.27198,10,3179.544143
1697.27108,10,3202.899857
1698.27018,10,3178.125008
1699.26928,10,3199.785495
1700.26838,10,3182.820401
1701.26748,10,3201.009264
1702.26658,10,3171.304278
1703.26568,10,3197.392554
1704.26478,10,3177.950841
1705.26388,10,3196.071693
1706.26298,10,3183.566775
1707.26208,10,3203.487162
1708.26118,10,3181.36431
1709.26028,10,3178.679759
1710.25938,10,3212.089287
1711.25848,10,3187.641992
1712.25758,10,3178.002331
1713.25668,10,3198.643644
1714.25578,10,3203.817867
1715.25488,10,3175.815474
1716.25398,10,3196.451149
1717.25308,10,3208.18174
1718.25218,10,3178.358845
1719.25128,10,3197.081866
1720.25038,10,3177.705399
1721.24948,10,3205.048538
1722.24858,10,3177.691288
1723.24768,10,3196.482275
1724.24678,10,3182.266272
1725.24588,10,3204.555927
1726.24498,10,3176.037138
1727.24408,10,3203.531976
1728.24318,10,3182.628984
1729.24228,10,3169.969676
1730.24138,10,3198.555943
1731.24048,10,3181.524266
1732.23958,10,3199.606794
1733.23868,10,3176.377209
1734.23778,10,3201.404352
1735.23688,10,3174.547956
1736.23598,10,3194.46646
1737.23508,10,3177.416634
1738.23418,10,3201.909366
1739.23328,10,3175.993509
1740.23238,10,3200.119096
1741.23148,10,3179.348578
1742.23058,10,3196.609033
1743.22968,10,3170.214703
1744.22878,10,3198.866253
1745.22788,10,3179.66428
1746.22698,10,3171.951475
1747.22608,10,3189.206404
1748.22518,10,3199.757346
1749.22428,10,3170.737786
1750.22338,10,3192.053503
1751.22248,10,3167.581744
1752.22158,10,3193.773672
1753.22068,10,3175.04725
1754.21978,10,3201.051533
1755.21888,10,3182.062896
1756.21798,10,3171.335565
1757.21708,10,3191.441656
1758.21618,10,3177.61621
1759.21528,10,3196.47189
1760.21438,10,3173.312299
1761.21348,10,3200.113382
1762.21258,10,3182.337442
1763.21168,10,3171.665379
1764.21078,10,3199.838164
1765.20988,10,3182.29117
1766.20898,10,3171.933683
1767.20808,10,3190.815914
1768.20718,10,3195.509017
1769.20628,10,3172.043394
1770.20538,10,3193.421229
1771.20448,10,3172.56016
1772.20358,10,3196.079979
1773.20268,10,3177.288406
1774.20178,10,3167.605799
1775.20088,10,3197.24059
1776.19998,10,3169.418698
1777.19908,10,3195.371825
1778.19818,10,3178.330087
1779.19728,10,3199.299444
1780.19638,10,3169.502655
1781.19548,10,3198.078933
1782.19458,10,3181.900369
1783.19368,10,3192.384032
1784.19278,10,3171.961646
1785.19188,10,3198.608916
1786.19098,10,3205.205674
1787.19008,10,3179.562675
1788.18918,10,3196.633494
1789.18828,10,3184.283597
1790.18738,10,3168.603113
1791.18648,10,3192.113831
1792.18558,10,3175.668306
1793.18468,10,3191.861955
1794.18378,10,3164.826847
1795.18288,10,3195.392552
1796.18198,10,3174.386594
1797.18108,10,3190.00117
1798.18018,10,3171.175398
1799.17928,10,3196.948602
1800.17838,10,3168.007475
1801.17748,10,3191.219674
1802.17658,10,3165.818841
1803.17568,10,3196.043781
1804.17478,10,3174.110318
1805.17388,10,3193.653821
1806.17298,10,3173.806682
1807.17208,10,3189.902636
1808.17118,10,3177.421593
1809.17028,10,3197.719966
1810.16938,10,3203.762262
1811.16848,10,3168.894499
1812.16758,10,3199.568639
1813.16668,10,3180.584708
1814.16578,10,3196.922566
1815.16488,10,3176.342038
1816.16398,10,3200.822317
1817.16308,10,3177.812021
1818.16218,10,3194.344714
1819.16128,10,3183.074987
1820.16038,10,3210.0695
